unitid,hospital.name,year,HD2013.City.location.of.hospital,HD2013.ZIP.code,HD2013.Longitude.location.of.hospital,HD2013.Latitude.location.of.hospital,IC2013.Patients.total,IC2013.Number.of.first.time.patients.who.recieved.health.services,IC2013.Percent.of.first.time.patients.who.recieved.health.services,DRVIC2013.Percent.admitted...total,DRVIC2013.Percent.admitted...men,DRVIC2013.Percent.admitted...women,DRVIC2013.Admissions.yield...full.time,DRVIC2013.Hospital.monthly.expenses..2013.14,HD2013.State.abbreviation,DRVEF122013.12.month.full.time.equivalent.enrollment..2012.13,state.x,city.x,zipcode,rank,centile,superzip,adultpop,treatment,income,latitude,longitude
412599,Gonki Dispensary,2013,arewa,38132,12.242,3.684,294,NA,NA,70,65,71,81,15995,kebbi,1467,TN,arewa,412599,81,15995,0,1467,70,294,12.242,3.684
413617,Fala health post,2013,tudun,54135-1179,11.408,8.772,NA,NA,NA,NA,NA,NA,NA,6170,kano,466,WI,tudun,413617,NA,6170,NA,466,NA,NA,11.408,8.772
414160,Chigozie Maternity Home,2013,mbaitoli,49202-1290,5.631,6.957,NA,NA,NA,NA,NA,NA,NA,8100,imo,1714,MI,mbaitoli,414160,NA,8100,NA,1714,NA,NA,5.631,6.957
414708,Anglican Dioceses Maternity Home Egbelu,2013,owerri,48507,5.415,7.139,NA,NA,NA,NA,NA,NA,NA,10800,imo,3405,MI,owerri,414708,NA,10800,NA,3405,NA,NA,5.415,7.139
414823,Okwu Emeke Health Centre,2013,owerri,33181,5.483,7.117,5029,NA,NA,65,60,68,15,27456,imo,2051,FL,owerri,414823,15,27456,0,2051,65,5029,5.483,7.117
414878,BULKACHUWA DISPENSARY,2013,katagum,46825,11.648,10.521,33,NA,NA,30,13,36,30,9840,bauchi,486,IN,katagum,414878,30,9840,0,486,30,33,11.648,10.521
414966,Edozie Clinic and Maternity,2013,owerri,74116-5612,5.474,7.087,NA,NA,NA,NA,NA,NA,NA,NA,imo,103,OK,owerri,414966,NA,NA,NA,103,NA,NA,5.474,7.087
416801,Catholic Mission Maternity Umuawada,2013,ezinihitte,77030-4009,5.506,7.326,NA,NA,NA,NA,NA,NA,NA,NA,imo,375,TX,ezinihitte,416801,NA,NA,NA,375,NA,NA,5.506,7.326
417345,MDGs Health Center Ihiagwa,2013,owerri,30901-2629,5.400,7.000,NA,NA,NA,NA,NA,NA,NA,NA,imo,12,GA,owerri,417345,NA,NA,NA,12,NA,NA,5.400,7.000
417752,Dogon kawo healthpost,2013,doguwa,76040-4202,11.175,8.557,63,NA,NA,76,75,69,42,8006,kano,56,TX,doguwa,417752,42,8006,0,56,76,63,11.175,8.557
418126,BUJUM PHC,2013,lau,11791-4413,9.306,11.616,252,NA,NA,81,89,78,53,13434,taraba,853,NY,lau,418126,53,13434,0,853,81,252,9.306,11.616
420246,Homo Care Hospital,2013,olorunda,85282,7.788,4.576,NA,NA,NA,NA,NA,NA,NA,NA,osun,502,AZ,olorunda,420246,NA,NA,NA,502,NA,NA,7.788,4.576
420325,"LG Dispensary, Yashikira",2013,baruten,10952,9.769,3.396,6,NA,NA,100,100,NA,100,5450,kwara,55,NY,baruten,420325,100,5450,0,55,100,6,9.769,3.396
420574,PRIMARY HEALTH CARE (PHC) KUNINI,2013,lau,85212,9.236,11.408,1698,271,48,75,75,74,31,9545,taraba,3311,AZ,lau,420574,31,9545,0,3311,75,1698,9.236,11.408
420705,OUR LORDÃ¢Â€Â˜S HOSPITAL,2013,ogbaru,98104,6.114,6.783,NA,NA,NA,NA,NA,NA,NA,NA,anambra,68,WA,ogbaru,420705,NA,NA,NA,68,NA,NA,6.114,6.783
423643,MOTHER OF MERCY HOSPITAL & MATERNITY,2013,ogbaru,85308,6.118,6.792,NA,NA,NA,NA,NA,NA,NA,NA,anambra,3332,AZ,ogbaru,423643,NA,NA,NA,3332,NA,NA,6.118,6.792
426314,UCHECHI MATERNITY HOME OKPOKO,2013,ogbaru,32114-3900,6.108,6.790,714,NA,NA,99,100,99,7,7800,anambra,9244,FL,ogbaru,426314,7,7800,0,9244,99,714,6.108,6.790
428259,OGECHUKWU MATERNITY HOME AND CLINIC,2013,ogbaru,53005,6.115,6.784,NA,NA,NA,NA,NA,NA,NA,NA,anambra,360,WI,ogbaru,428259,NA,NA,NA,360,NA,NA,6.115,6.784
430591,Royal City Specialist Hospital(Psycgiatri hosp,2013,olorunda,94107,7.794,4.578,NA,NA,NA,NA,NA,NA,NA,NA,osun,384,CA,olorunda,430591,NA,NA,NA,384,NA,NA,7.794,4.578
430810,Ayomide WomenÃ¢Â€Â˜s Health Specialist Hospital,2013,olorunda,03104-4858,7.803,4.581,NA,NA,NA,NA,NA,NA,NA,22410,osun,514,NH,olorunda,430810,NA,22410,NA,514,NA,NA,7.803,4.581
431594,PHC godogodo,2013,jema,02114-2696,9.430,8.355,NA,NA,NA,NA,NA,NA,NA,NA,kaduna,24,MA,jema,431594,NA,NA,NA,24,NA,NA,9.430,8.355
431983,Omogbolahan Hospital,2013,olorunda,10471,7.791,4.581,18,NA,NA,100,100,NA,100,8600,osun,98,NY,olorunda,431983,100,8600,0,98,100,18,7.791,4.581
432348,Triumph Medical Centre,2013,olorunda,24614-2825,7.781,4.568,NA,NA,NA,NA,NA,NA,NA,NA,osun,263,VA,olorunda,432348,NA,NA,NA,263,NA,NA,7.781,4.568
432357,COTTAGE MATERNITY HOME,2013,olorunda,10577-1400,7.780,4.567,NA,NA,NA,NA,NA,NA,NA,NA,osun,147,NY,olorunda,432357,NA,NA,NA,147,NA,NA,7.780,4.567
433387,Enikan-Oyun PHC,2013,olorunda,84107,7.775,4.560,NA,NA,NA,NA,NA,NA,NA,6070,osun,31481,UT,olorunda,433387,NA,6070,NA,31481,NA,NA,7.775,4.560
433660,Atelewo PHC,2013,olorunda,33965-6565,7.773,4.562,10804,2293,67,66,63,67,38,6118,osun,11290,FL,olorunda,433660,38,6118,0,11290,66,10804,7.773,4.562
434034,Oluwatoyin Maternity Home,2013,olorunda,20903-1706,7.781,4.558,NA,NA,NA,NA,NA,NA,NA,9528,osun,306,MD,olorunda,434034,NA,9528,NA,306,NA,NA,7.781,4.558
434414,"Oroki Hospital, Oshogbo",2013,olorunda,48322-3032,7.780,4.557,1683,NA,NA,98,99,97,46,10700,osun,1135,MI,olorunda,434414,46,10700,0,1135,98,1683,7.780,4.557
434539,Olude PHC,2013,olorunda,33156,7.812,4.560,NA,NA,NA,NA,NA,NA,NA,15840,osun,322,FL,olorunda,434539,NA,15840,NA,322,NA,NA,7.812,4.560
434937,Conprehensive Healtg CebtreÃ¢Â€Â˜ Oba Ile,2013,olorunda,20902,7.913,4.578,NA,NA,NA,NA,NA,NA,NA,9400,osun,45,MD,olorunda,434937,NA,9400,NA,45,NA,NA,7.913,4.578
435000,Limawa health post,2013,kumbotso,71103,11.900,8.597,NA,NA,NA,NA,NA,NA,NA,NA,kano,993,LA,kumbotso,435000,NA,NA,NA,993,NA,NA,11.900,8.597
436021,IJEOMA MATERNITY HOME,2013,ogbaru,53207-3074,6.116,6.781,NA,NA,NA,NA,NA,NA,NA,NA,anambra,44,WI,ogbaru,436021,NA,NA,NA,44,NA,NA,6.116,6.781
436614,Zara health post,2013,kumbotso,85286,11.927,8.611,NA,NA,NA,NA,NA,NA,NA,11566,kano,55,AZ,kumbotso,436614,NA,11566,NA,55,NA,NA,11.927,8.611
436818,CHI- GOZIE MATERNITY HOME OKPOKO,2013,ogbaru,6702,6.117,6.782,939,198,20,42,38,46,51,10056,anambra,2250,CT,ogbaru,436818,51,10056,0,2250,42,939,6.117,6.782
436827,INISA primary health centre,2013,atakunmosa,06340-6097,7.630,4.667,335,91,16,59,61,58,48,10056,osun,657,CT,atakunmosa,436827,48,10056,0,657,59,335,7.630,4.667
436836,IWARO primary Health centre,2013,atakunmosa,06901-2315,7.615,4.630,336,69,5,41,40,42,53,10066,osun,1140,CT,atakunmosa,436836,53,10066,0,1140,41,336,7.615,4.630
437316,Sauki Nursing Home and Maternity,2013,igabi,97210-2932,10.530,7.371,NA,NA,NA,NA,NA,NA,NA,NA,kaduna,410,OR,igabi,437316,NA,NA,NA,410,NA,NA,10.530,7.371
438151,BALOGUN primary health centre,2013,atakunmosa,84123-5671,7.587,4.571,NA,NA,NA,NA,NA,NA,NA,21600,osun,6395,UT,atakunmosa,438151,NA,21600,NA,6395,NA,NA,7.587,4.571
439288,Osunjela primary health centre,2013,atakunmosa,80220,7.737,4.598,1998,NA,NA,78,72,82,21,27456,osun,1621,CO,atakunmosa,439288,21,27456,0,1621,78,1998,7.737,4.598
439446,Abebeyun primary health centre,2013,atakunmosa,33301-3510,7.673,4.638,NA,NA,NA,NA,NA,NA,NA,NA,osun,423,FL,atakunmosa,439446,NA,NA,NA,423,NA,NA,7.673,4.638
439613,Arewa Health Post,2013,atakunmosa,46219-4912,7.380,4.970,NA,NA,NA,NA,NA,NA,NA,12350,osun,174,IN,atakunmosa,439613,NA,12350,NA,174,NA,NA,7.380,4.970
439701,Ayegunle Health Post,2013,atakunmosa,91405-2233,7.524,4.794,184,NA,NA,86,85,87,22,11475,osun,344,CA,atakunmosa,439701,22,11475,0,344,86,184,7.524,4.794
439783,"Iyinolu Hospital, Ota Efun",2013,olorunda,11501,7.822,4.588,NA,NA,NA,NA,NA,NA,NA,NA,osun,190,NY,olorunda,439783,NA,NA,NA,190,NA,NA,7.822,4.588
439817,"Ear, Nose and Throat Hospital",2013,olorunda,14624,7.818,4.589,NA,NA,NA,NA,NA,NA,NA,NA,osun,122,NY,olorunda,439817,NA,NA,NA,122,NA,NA,7.818,4.589
440004,Primary Health Clinic Ojelana ,2013,ijebu,03766-1358,6.819,4.170,NA,NA,NA,NA,NA,NA,NA,NA,ogun,43,NH,ijebu,440004,NA,NA,NA,43,NA,NA,6.819,4.170
440031,HC AFAKA TSOHUWA,2013,igabi,91711,10.668,7.385,NA,NA,NA,NA,NA,NA,NA,NA,kaduna,223,CA,igabi,440031,NA,NA,NA,223,NA,NA,10.668,7.385
440411,PHC Gbamugbamu,2013,ijebu,5301,6.848,4.212,NA,NA,NA,NA,NA,NA,NA,NA,ogun,142,VT,ijebu,440411,NA,NA,NA,142,NA,NA,6.848,4.212
440794,JOEPIE NURSING AND MATERNITY HOME,2013,ikpoba,7102,6.358,5.678,NA,NA,NA,NA,NA,NA,NA,17204,edo,289,NJ,ikpoba,440794,NA,17204,NA,289,NA,NA,6.358,5.678
440828,NDIAKPARATA AGBAJA HEALTH CENTRE,2013,izzi,97701,6.668,8.209,NA,NA,NA,NA,NA,NA,NA,NA,ebonyi,478,OR,izzi,440828,NA,NA,NA,478,NA,NA,6.668,8.209
440916,EDUKWUACHI AGBAJA MDG/CGS,2013,izzi,70813,6.597,8.193,NA,NA,NA,NA,NA,NA,NA,NA,ebonyi,758,LA,izzi,440916,NA,NA,NA,758,NA,NA,6.597,8.193
441104,OKALERU HEALTH CENTRE,2013,izzi,37404,6.436,8.184,NA,NA,NA,NA,NA,NA,NA,NA,ebonyi,260,TN,izzi,441104,NA,NA,NA,260,NA,NA,6.436,8.184
441131,GOVERNMENT HOUSE CLINIC,2013,tarauni,98121,11.983,8.552,NA,NA,NA,NA,NA,NA,NA,NA,kano,221,WA,tarauni,441131,NA,NA,NA,221,NA,NA,11.983,8.552
441186,ALMU HOSPITAL,2013,tarauni,92231,11.968,8.551,201,95,54,61,49,67,83,5706,kano,503,CA,tarauni,441186,83,5706,0,503,61,201,11.968,8.551
441478,KUNDILA HEALTH POST,2013,tarauni,02540-2958,11.964,8.556,NA,NA,NA,NA,NA,NA,NA,NA,kano,317,MA,tarauni,441478,NA,NA,NA,317,NA,NA,11.964,8.556
441511,General Hospital,2013,olamaboro,27703,7.208,7.550,NA,NA,NA,NA,NA,NA,NA,4900,kogi,494,NC,olamaboro,441511,NA,4900,NA,494,NA,NA,7.208,7.550
441609,RENO DENTAL CLINIC,2013,tarauni,10901,11.958,8.560,25,NA,NA,100,100,NA,44,9850,kano,119,NY,tarauni,441609,44,9850,0,119,100,25,11.958,8.560
441900,TARAUNI,2013,tarauni,89002,11.979,8.561,1344,NA,NA,50,48,51,27,4482,kano,2346,NV,tarauni,441900,27,4482,0,2346,50,1344,11.979,8.561
441937,AL AMIN HOSPITAl,2013,tarauni,93012,11.971,8.560,6960,683,24,64,60,67,16,6471,kano,4163,CA,tarauni,441937,16,6471,0,4163,64,6960,11.971,8.560
441982,KINGSGATE HOSPITAL,2013,tarauni,02492-1200,11.965,8.563,801,76,42,17,9,38,61,45156,kano,347,MA,tarauni,441982,61,45156,0,347,17,801,11.965,8.563
442064,MEDICARE CLINIC,2013,tarauni,19038-4535,11.954,8.571,NA,NA,NA,NA,NA,NA,NA,NA,kano,86,PA,tarauni,442064,NA,NA,NA,86,NA,NA,11.954,8.571
442295,GODIYA HOSPITAL,2013,tarauni,34119,11.941,8.563,NA,NA,NA,NA,NA,NA,NA,NA,kano,387,FL,tarauni,442295,NA,NA,NA,387,NA,NA,11.941,8.563
442356,BABBANGIJI HC,2013,tarauni,17602,11.955,8.541,423,92,0,52,54,52,49,21502,kano,1025,PA,tarauni,442356,49,21502,0,1025,52,423,11.955,8.541
442806,HAUSAWA PHC,2013,tarauni,24060,11.963,8.535,NA,NA,NA,NA,NA,NA,NA,NA,kano,1171,VA,tarauni,442806,NA,NA,NA,1171,NA,NA,11.963,8.535
442897,MCH RIJIYAR LEMO,2013,fagge,47130,12.055,8.477,NA,NA,NA,NA,NA,NA,NA,NA,kano,124,IN,fagge,442897,NA,NA,NA,124,NA,NA,12.055,8.477
442949,ARMED FORCES SPECIALIST HOSPITAL,2013,fagge,97266,12.033,8.518,NA,NA,NA,NA,NA,NA,NA,NA,kano,33,OR,fagge,442949,NA,NA,NA,33,NA,NA,12.033,8.518
443030,MPHC RIJIYAR LEMO,2013,fagge,60201-1718,12.047,8.481,NA,NA,NA,NA,NA,NA,NA,NA,kano,62,IL,fagge,443030,NA,NA,NA,62,NA,NA,12.047,8.481
443049,SHEIKH JIDDA GENERAL HOSPITAL,2013,fagge,98407-0186,12.010,8.534,NA,NA,NA,NA,NA,NA,NA,7560,kano,306,WA,fagge,443049,NA,7560,NA,306,NA,NA,12.010,8.534
443058,Magaji Abu Dispensary,2013,batsari,74802,13.002,7.223,3,NA,NA,67,0,100,100,5970,katsina,18,OK,batsari,443058,100,5970,0,18,67,3,13.002,7.223
443076,GALADIMA HC,2013,fagge,28144,12.008,8.528,NA,NA,NA,NA,NA,NA,NA,NA,kano,160,NC,fagge,443076,NA,NA,NA,160,NA,NA,12.008,8.528
443340,COMPREHENSIVE HEALTH CENTRE AMACHARA AGBAJA,2013,izzi,37067,6.571,8.177,NA,NA,NA,NA,NA,NA,NA,9710,ebonyi,67,TN,izzi,443340,NA,9710,NA,67,NA,NA,6.571,8.177
443702,BAKIN RUWA,2013,dala,43209-2325,11.999,8.503,NA,NA,NA,NA,NA,NA,NA,NA,kano,16,OH,dala,443702,NA,NA,NA,16,NA,NA,11.999,8.503
444103,KATUNDU,2013,dala,15214-2229,12.012,8.510,NA,NA,NA,NA,NA,NA,NA,NA,kano,13,PA,dala,444103,NA,NA,NA,13,NA,NA,12.012,8.510
444167,JAH.UMMI ZARIA,2013,dala,48101,12.035,8.487,NA,NA,NA,NA,NA,NA,NA,8100,kano,2693,MI,dala,444167,NA,8100,NA,2693,NA,NA,12.035,8.487
444398,YALWA MCH,2013,dala,78224-1336,12.002,8.500,NA,NA,NA,NA,NA,NA,NA,7200,kano,151,TX,dala,444398,NA,7200,NA,151,NA,NA,12.002,8.500
444413,Gorun Malam Dispensary,2013,dandi,11691,11.871,3.880,48,NA,NA,100,100,NA,100,8000,kebbi,107,NY,dandi,444413,100,8000,0,107,100,48,11.871,3.880
444778,Uchenna hospital and maternity,2013,owerri,28205-1648,5.516,6.994,NA,NA,NA,NA,NA,NA,NA,8380,imo,150,NC,owerri,444778,NA,8380,NA,150,NA,NA,5.516,6.994
444990,EPID UNIT,2013,makurdi,32304,7.722,8.565,NA,NA,NA,NA,NA,NA,NA,NA,benue,488,FL,makurdi,444990,NA,NA,NA,488,NA,NA,7.722,8.565
445188,Ihiagwa Health Center,2013,owerri,95343-5603,5.404,7.014,14056,1404,45,76,76,75,14,13160,imo,5981,CA,owerri,445188,14,13160,0,5981,76,14056,5.404,7.014
445267,St John's clinic and maternity,2013,owerri,65248-1198,5.402,7.011,NA,NA,NA,NA,NA,NA,NA,NA,imo,1476,MO,owerri,445267,NA,NA,NA,1476,NA,NA,5.402,7.011
445708,PHC UDANABIOMI,2013,dekina,28202,7.580,6.949,4543,NA,NA,60,58,60,23,27456,kogi,2518,NC,dekina,445708,23,27456,0,2518,60,4543,7.580,6.949
445735,MGBO AGBAJA HEALTH POST,2013,izzi,89014,6.369,8.146,NA,NA,NA,NA,NA,NA,NA,NA,ebonyi,1312,NV,izzi,445735,NA,NA,NA,1312,NA,NA,6.369,8.146
445869,Garin Hamza Primary Health Center,2013,alkaleri,22202,9.876,10.935,NA,NA,NA,NA,NA,NA,NA,NA,bauchi,83,VA,alkaleri,445869,NA,NA,NA,83,NA,NA,9.876,10.935
446048,"Imo State Specialist Hospital,Owerri.",2013,owerri,34142-9505,5.469,7.001,1611,174,64,60,53,66,26,23000,imo,960,FL,owerri,446048,26,23000,0,960,60,1611,5.469,7.001
446233,Gwana Maternity.,2013,alkaleri,72762,9.653,10.752,270,NA,NA,31,34,25,71,15140,bauchi,166,AR,alkaleri,446233,71,15140,0,166,31,270,9.653,10.752
446394,Zangoma Dispensary,2013,kirfi,20743,10.425,10.782,NA,NA,NA,NA,NA,NA,NA,4590,bauchi,39,MD,kirfi,446394,NA,4590,NA,39,NA,NA,10.425,10.782
446604,"CHIBUZOR MATERNITY, IRETE",2013,owerri,10950,5.517,6.993,NA,NA,NA,NA,NA,NA,NA,9000,imo,1514,NY,owerri,446604,NA,9000,NA,1514,NA,NA,5.517,6.993
446640,BOGIJE PHC,2013,ibeju,17101-2208,6.485,3.757,NA,NA,NA,NA,NA,NA,NA,23900,lagos,307,PA,ibeju,446640,NA,23900,NA,307,NA,NA,6.485,3.757
446677,AWOYAYA(CBHIS PHC)II,2013,ibeju,84321,6.468,3.705,NA,NA,NA,NA,NA,NA,NA,16795,lagos,246,UT,ibeju,446677,NA,16795,NA,246,NA,NA,6.468,3.705
446932,Mbaegbu Homeopathic Specialist Hospital Ltd,2013,idemili,12308,6.097,6.983,NA,NA,NA,NA,NA,NA,NA,NA,anambra,391,NY,idemili,446932,NA,NA,NA,391,NA,NA,6.097,6.983
447689,PHC Ideani,2013,idemili,30043,6.092,6.928,NA,NA,NA,NA,NA,NA,NA,5246,anambra,7993,GA,idemili,447689,NA,5246,NA,7993,NA,NA,6.092,6.928
447953,Comprehensive Health Clinic Atekombo,2013,ushongo,94603,7.041,9.112,NA,NA,NA,NA,NA,NA,NA,7946,benue,412,CA,ushongo,447953,NA,7946,NA,412,NA,NA,7.041,9.112
448284,Odoka Health facility,2013,boluwaduro,68504,7.864,4.752,NA,NA,NA,NA,NA,NA,NA,9065,osun,1452,NE,boluwaduro,448284,NA,9065,NA,1452,NA,NA,7.864,4.752
448309,FATER CLINIC,2013,gboko,30067,7.310,8.973,NA,NA,NA,NA,NA,NA,NA,8160,benue,916,GA,gboko,448309,NA,8160,NA,916,NA,NA,7.310,8.973
448752,Community Health Clinic Tsumba Mbagba,2013,ushongo,80909,7.056,9.155,NA,NA,NA,NA,NA,NA,NA,17211,benue,418,CO,ushongo,448752,NA,17211,NA,418,NA,NA,7.056,9.155
448761,Ile-Aro Health post,2013,boluwaduro,80525,7.948,4.791,NA,NA,NA,NA,NA,NA,NA,17211,osun,317,CO,boluwaduro,448761,NA,17211,NA,317,NA,NA,7.948,4.791
448804,Eripa Dispensary,2013,boluwaduro,49017,7.943,4.740,NA,NA,NA,NA,NA,NA,NA,NA,osun,244,MI,boluwaduro,448804,NA,NA,NA,244,NA,NA,7.943,4.740
448840,"Eripa Primary Health Centre, Eripa.",2013,boluwaduro,33701-9807,7.943,4.740,3195,290,48,44,41,46,39,5820,osun,4459,FL,boluwaduro,448840,39,5820,0,4459,44,3195,7.943,4.740
448886,Ibudokiriji Health Facility,2013,boluwaduro,85004,7.881,4.810,4346,697,58,76,75,76,32,9861,osun,9515,AZ,boluwaduro,448886,32,9861,0,9515,76,4346,7.881,4.810
449348,PHC Abacha,2013,idemili,35811-1632,6.145,6.956,NA,NA,NA,NA,NA,NA,NA,3720,anambra,36,AL,idemili,449348,NA,3720,NA,36,NA,NA,6.145,6.956
449579,Katagum Towm Maternity,2013,zakki,96720,12.286,10.356,NA,NA,NA,NA,NA,NA,NA,NA,bauchi,33,HI,zakki,449579,NA,NA,NA,33,NA,NA,12.286,10.356
449658,City clinic and Infirmary,2013,ibom,8701,5.014,7.942,76,NA,NA,46,46,NA,80,8800,Akwa_ibom,120,NJ,ibom,449658,80,8800,0,120,46,76,5.014,7.942
449764,ERDOSHA CLINIC & MATERNITY,2013,gboko,38103,7.312,8.988,56,11,55,55,68,25,100,22000,benue,65,TN,gboko,449764,100,22000,0,65,55,56,7.312,8.988
449870,Ekemini Medical centre,2013,ibom,91770,5.013,7.956,NA,NA,NA,NA,NA,NA,NA,9486,Akwa_ibom,273,CA,ibom,449870,NA,9486,NA,273,NA,NA,5.013,7.956
449922,"Primary health centre, jege",2013,yagba,24631,8.058,5.706,NA,NA,NA,NA,NA,NA,NA,NA,kogi,228,VA,yagba,449922,NA,NA,NA,228,NA,NA,8.058,5.706
449931,Kuka Primary Health Centre,2013,sule,24541,12.747,9.179,NA,NA,NA,NA,NA,NA,NA,NA,jigawa,1072,VA,sule,449931,NA,NA,NA,1072,NA,NA,12.747,9.179
450304,Alheri clinic,2013,kauru,76129,10.579,8.151,NA,NA,NA,NA,NA,NA,NA,NA,kaduna,169,TX,kauru,450304,NA,NA,NA,169,NA,NA,10.579,8.151
450766,ATUNA CLINIC,2013,gboko,11901-3499,7.338,8.970,NA,NA,NA,NA,NA,NA,NA,NA,benue,139,NY,gboko,450766,NA,NA,NA,139,NA,NA,7.338,8.970
451079,ECWA Health Clinic Koro,2013,ekiti,32601,8.150,5.512,NA,NA,NA,NA,NA,NA,NA,NA,kwara,89,FL,ekiti,451079,NA,NA,NA,89,NA,NA,8.150,5.512
451370,Gwei Health Post,2013,,7208,9.538,11.632,3,NA,NA,100,100,NA,100,10200,Adamawa,64,NJ,,451370,100,10200,0,64,100,3,9.538,11.632
451398,EL SHADDAI HOSPITAL,2013,makurdi,8701,7.680,8.535,60,NA,NA,100,100,NA,100,11800,benue,105,NJ,makurdi,451398,100,11800,0,105,100,60,7.680,8.535
451404,PRIMARY HEALTH CENTER,2013,makurdi,11219,7.722,8.546,38,NA,NA,87,87,NA,100,7100,benue,247,NY,makurdi,451404,100,7100,0,247,87,38,7.722,8.546
451671,Onigbinde health center,2013,ido,34243-2049,7.547,3.789,393,68,59,35,32,37,60,5587,oyo,1615,FL,ido,451671,60,5587,0,1615,35,393,7.547,3.789
451705,PHC ICHEKE,2013,omala,82009,7.785,7.621,NA,NA,NA,NA,NA,NA,NA,17211,kogi,100,WY,omala,451705,NA,17211,NA,100,NA,NA,7.785,7.621
454184,STAFF PRIMARY HEALTH CLINIC,2013,makurdi,10004,7.733,8.527,3033,74,45,71,73,70,6,31300,benue,522,NY,makurdi,454184,6,31300,0,522,71,3033,7.733,8.527
454582,MALLAM DISPENSARY,2013,karim,66067,9.358,10.960,NA,NA,NA,NA,NA,NA,NA,NA,taraba,434,KS,karim,454582,NA,NA,NA,434,NA,NA,9.358,10.960
454838,PRIMARY HEALTH CLINIC,2013,makurdi,80027,7.687,8.585,NA,NA,NA,NA,NA,NA,NA,NA,benue,25,CO,makurdi,454838,NA,NA,NA,25,NA,NA,7.687,8.585
455099,OGO OLUWA WELFARE HOSPITAL,2013,ogbomoso,63031,8.110,4.231,NA,NA,NA,NA,NA,NA,NA,NA,oyo,37,MO,ogbomoso,455099,NA,NA,NA,37,NA,NA,8.110,4.231
455257,PRIMARY HEALTH CENTER ,2013,makurdi,11219,7.673,8.545,71,NA,NA,100,100,NA,100,7300,benue,312,NY,makurdi,455257,100,7300,0,312,100,71,7.673,8.545
455406,NKST HOSPITAL,2013,makurdi,98901,7.633,8.566,NA,NA,NA,NA,NA,NA,NA,NA,benue,294,WA,makurdi,455406,NA,NA,NA,294,NA,NA,7.633,8.566
455433,Odebode primary health center,2013,ido,92612,7.481,3.808,NA,NA,NA,NA,NA,NA,NA,NA,oyo,200,CA,ido,455433,NA,NA,NA,200,NA,NA,7.481,3.808
455664,Isokan Primary health center elenusonso,2013,ido,90017,7.439,3.802,NA,NA,NA,NA,NA,NA,NA,NA,oyo,677,CA,ido,455664,NA,NA,NA,677,NA,NA,7.439,3.802
455682,Awotan onigbaketu comprehensive health center,2013,ido,90024,7.454,3.850,NA,NA,NA,NA,NA,NA,NA,NA,oyo,227,CA,ido,455682,NA,NA,NA,227,NA,NA,7.454,3.850
455770,Asher Hospital Kubwa,2013,bwari,91104,9.151,7.326,122,NA,NA,53,66,46,31,24222,fct,66,CA,bwari,455770,31,24222,0,66,53,122,9.151,7.326
455804,Ridollahi hospital,2013,ibadan,20036,7.360,3.912,NA,NA,NA,NA,NA,NA,NA,NA,oyo,142,NA,ibadan,455804,NA,NA,NA,142,NA,NA,7.360,3.912
455813,New day hospital,2013,ibadan,20064,7.345,3.913,NA,NA,NA,NA,NA,NA,NA,NA,oyo,54,NA,ibadan,455813,NA,NA,NA,54,NA,NA,7.345,3.913
455992,Adeitan maternity center,2013,ibadan,5602,7.357,3.917,NA,NA,NA,NA,NA,NA,NA,NA,oyo,432,VT,ibadan,455992,NA,NA,NA,432,NA,NA,7.357,3.917
456481,First life hospital,2013,ibadan,33166,7.357,3.889,NA,NA,NA,NA,NA,NA,NA,11895,oyo,131,FL,ibadan,456481,NA,11895,NA,131,NA,NA,7.357,3.889
456490,Continental medical center,2013,ibadan,32825,7.347,3.879,NA,NA,NA,NA,NA,NA,NA,10920,oyo,121,FL,ibadan,456490,NA,10920,NA,121,NA,NA,7.347,3.879
456542,HEALTH OFFICE,2013,zing,18510,8.982,11.754,NA,NA,NA,NA,NA,NA,NA,NA,taraba,330,PA,zing,456542,NA,NA,NA,330,NA,NA,8.982,11.754
456959,Jofet maternity center,2013,ibadan,55904,7.375,3.902,570,7,97,54,54,54,50,13056,oyo,386,MN,ibadan,456959,50,13056,0,386,54,570,7.375,3.902
457183,Omiyale health center,2013,ibadan,32746,7.373,3.898,NA,NA,NA,NA,NA,NA,NA,NA,oyo,173,FL,ibadan,457183,NA,NA,NA,173,NA,NA,7.373,3.898
457226,Opeyemi Clinic And Maternity Agbado- Ekiti,2013,gbonyin,92111-2622,7.599,5.484,NA,NA,NA,NA,NA,NA,NA,9250,ekiti,50,CA,gbonyin,457226,NA,9250,NA,50,NA,NA,7.599,5.484
457271,Clehanson Hospital,2013,,90010,5.111,7.359,NA,NA,NA,NA,NA,NA,NA,NA,Abia,82,CA,,457271,NA,NA,NA,82,NA,NA,5.111,7.359
457402,M.C Hospital,2013,,33313,5.108,7.355,NA,NA,NA,NA,NA,NA,NA,7410,Abia,43,FL,,457402,NA,7410,NA,43,NA,NA,5.108,7.355
457484,Uwalaka Hospital,2013,,96819-2228,5.111,7.360,43,NA,NA,98,100,96,48,8760,Abia,121,HI,,457484,48,8760,0,121,98,43,5.111,7.360
457697,Uratta primary health centre,2013,,64109-1845,5.086,7.327,NA,NA,NA,NA,NA,NA,NA,6000,Abia,36,MO,,457697,NA,6000,NA,36,NA,NA,5.086,7.327
